id	name	ICD-10-CM	MeSH	OMIM	SNOMED CT	GTR
krabbe-disease	Krabbe disease	E75.23	D007965	245200	192782005,189979005,41142009	C0023521
kuskokwim-syndrome	Kuskokwim syndrome		D001176	259450	702447002	C1850168
l1-syndrome	L1 syndrome		D015419	304100,307000,303350	716996008,838441009,302882002,71779008	C0795953,C0265216,C1839909,CN118845
lacrimo-auriculo-dento-digital-syndrome	Lacrimo-auriculo-dento-digital syndrome		D019465	149730	23817003	C0265269
lactate-dehydrogenase-deficiency	Lactate dehydrogenase deficiency		D002239	614128,612933	124141008,237982007,55783001,124116001,124115002	C3279904,C2931743
lactose-intolerance	Lactose intolerance	E73.0,E73.8,E73.1,E73,E73.9	D007787	223100,223000	38032004,5388008,267425008	C0268181,C0268179
lafora-progressive-myoclonus-epilepsy	Lafora progressive myoclonus epilepsy		D020192	254780	230425004	C0751783
laing-distal-myopathy	Laing distal myopathy		D049310	160500	193230001	C4552004
lama2-related-muscular-dystrophy	LAMA2-related muscular dystrophy		D009136	607855	111503008	C1842898,C1263858
lamellar-ichthyosis	Lamellar ichthyosis	Q80.2	D017490	601277,242300,604777,606545	254163001,205550003,403777006	C1832550,C3539888,C1858133,C3553029,C0020758
langerhans-cell-histiocytosis	Langerhans cell histiocytosis	C96.5,J84.82,C96.6,C96.0	D006646	604856	65399007	C0019621
langer-mesomelic-dysplasia	Langer mesomelic dysplasia		D009139	249700	38494008	C0432230
laron-syndrome	Laron syndrome	E34.3	D046150	262500	38196001	C0271568
larsen-syndrome	Larsen syndrome		D010009	150250	63387002	C0175778
laryngo-onycho-cutaneous-syndrome	Laryngo-onycho-cutaneous syndrome		D016109	245660	722675000	C1328355
lateral-meningocele-syndrome	Lateral meningocele syndrome		D008588,D000015	130720	253166000	C1851710
lattice-corneal-dystrophy-type-ii	Lattice corneal dystrophy type II	H18.54	D028226	105120	419087002,419398009	C1622345
lattice-corneal-dystrophy-type-i	Lattice corneal dystrophy type I	H18.54	D003317	122200	419197009	C1690006
leber-congenital-amaurosis	Leber congenital amaurosis		D057130	615360,611755,604537,612712,614186,613837,604232,608553,604393,613341,610612,613826,613829,613835,613843,204000,204100,618513	193413001	C1857821,C0339527,C1859844,C2675186,C4013102,C3151202,C1857743,C3280062,C1854260,C1858386,C3715164,C3151192,C1837873,C3151206,C2750063,C1858301,C1858677,C1840284,C2931258
leber-hereditary-optic-neuropathy	Leber hereditary optic neuropathy	H47.22	D029242	535000,308905	58610003	C0917796
left-ventricular-noncompaction	Left ventricular noncompaction		D056830	611878,615092,601493,609470,604169,613426,613424,601494,615373,615396	447935001	C1960469,C1858725,C3809288,C1832243,C3715165,C3554496
legg-calve-perthes-disease	Legg-Calvé-Perthes disease	M91.12,M91.1,M91.10,M91.11	D007873	150600	111255008	C0023234
legius-syndrome	Legius syndrome		D019080	611431	703541007	C1969623
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355
lennox-gastaut-syndrome	Lennox-Gastaut syndrome	G40.811,G40.813,G40.814,G40.812	D065768	606369	230418006	C3807541
leprosy	Leprosy	A30.3,A30.1,A30.9,A30.5,A30.0	D007918	613223,610988,607572,246300,613407,609888	81004002	C1843632,C1970254,C2750733,C1968668
leptin-receptor-deficiency	Leptin receptor deficiency		D009767	614963		C3554225
leri-weill-dyschondrosteosis	Léri-Weill dyschondrosteosis		D009139	127300	17818006	C0265309
lesch-nyhan-syndrome	Lesch-Nyhan syndrome	E79.1	D007926	300322,300323	124275001,10406007	C0023374
leukocyte-adhesion-deficiency-type-1	Leukocyte adhesion deficiency type 1		D018370	116920	234582006	C0398738
leukoencephalopathy-with-brainstem-and-spinal-cord-involvement-and-lactate-elevation	Leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation		D056784	611105	703537008	C1970180
leukoencephalopathy-with-thalamus-and-brainstem-involvement-and-high-lactate	Leukoencephalopathy with thalamus and brainstem involvement and high lactate		D056784	614924		C4706421
leukoencephalopathy-with-vanishing-white-matter	Leukoencephalopathy with vanishing white matter		D056784,D020279	603896	447351004	C1858991
leydig-cell-hypoplasia	Leydig cell hypoplasia		D058490	238320	56212008	C0266432
liddle-syndrome	Liddle syndrome		D056929	177200	707747007	C0221043
liebenberg-syndrome	Liebenberg syndrome		D038062	186550		C1861313
li-fraumeni-syndrome	Li-Fraumeni syndrome	Z15.01	D016864	609265,151623	428850001	C1835398,C0085390,C1836482
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353
lipoid-proteinosis	Lipoid proteinosis		D008065	247100	38692000	C0023795
lissencephaly-with-cerebellar-hypoplasia	Lissencephaly with cerebellar hypoplasia	Q04.3	D054221	257320,611603	715817007,717977003	C1969029,C0796089
lmna-related-congenital-muscular-dystrophy	LMNA-related congenital muscular dystrophy		D009136	613205		C2750785
loeys-dietz-syndrome	Loeys-Dietz syndrome		D055947	610168,613795,615582,614816,609192	838364007,446263001	C2674574,C4551955,C3553762,C2697932,C3810012,C3151087
long-chain-3-hydroxyacyl-coa-dehydrogenase-deficiency	Long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency		D008052	609016	307127004	C3711645
lowe-syndrome	Lowe syndrome	E72.03	D009800	309000	79385002	C0028860
lujan-syndrome	Lujan syndrome		D038901	309520	422437002	C0796022
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249
lyme-disease	Lyme disease	A69.2,A69.23,A69.21,A69.20,A69.22	D008193		23502006	
lymphangioleiomyomatosis	Lymphangioleiomyomatosis	J84.81	D018192	606690	277844007	C0751674
lymphedema-distichiasis-syndrome	Lymphedema-distichiasis syndrome		D008209	153400	8634009	C0265345
lynch-syndrome	Lynch syndrome		D003123	120435,114500	716318002	C1333991,C1833477,C1838333,C1333990,C2750471,C2936783
lysinuric-protein-intolerance	Lysinuric protein intolerance		D020157	222700	71751002,50056009,303852004	C0268647
lysosomal-acid-lipase-deficiency	Lysosomal acid lipase deficiency		D015223	278000	715923003	C0043208
mabry-syndrome	Mabry syndrome		D054559	614207,614749,239300	33982008	C1855923,C4551502,C3280153,C3553637
macrozoospermia	Macrozoospermia		D000072660	243060	236817003	C0403812
maffucci-syndrome	Maffucci syndrome		D004687	614569	46041001	C0024454
mainzer-saldino-syndrome	Mainzer-Saldino syndrome		D052177	266920	254092004	C1849437
majeed-syndrome	Majeed syndrome		D010019	609628	703540008	C1864997
mal-de-meleda	Mal de Meleda		D007645	248300	239069005	C0025221
malignant-hyperthermia	Malignant hyperthermia	T88.3	D008305	600467,601888,154276,145600,601887,154275	213026003,405501007	C1866077,C2930980,C1866076,C1838102
malignant-migrating-partial-seizures-of-infancy	Malignant migrating partial seizures of infancy		D013036	614959	432001000124109	C3554195
malonyl-coa-decarboxylase-deficiency	Malonyl-CoA decarboxylase deficiency		D008661	248360	124594007	C0342793
mandibuloacral-dysplasia	Mandibuloacral dysplasia		D008060	608612,248370	109419009	C1837756,C0432291
mandibulofacial-dysostosis-with-microcephaly	Mandibulofacial dysostosis with microcephaly	Q75.4	D008342	610536	711543008	C1864652
manitoba-oculotrichoanal-syndrome	Manitoba oculotrichoanal syndrome		D000015	248450	703539006	C1855425
mannose-binding-lectin-deficiency	Mannose-binding lectin deficiency		D007153	614372	703538003	C3280586
maple-syrup-urine-disease	Maple syrup urine disease	E71.0	D008375	615135,248600	27718001,31368008,405287008,405288003,54064006	C0024776,C0268568
marfan-syndrome	Marfan syndrome	Q87.4,Q87.43,Q87.41,Q87.410,Q87.42,Q87.418,Q87.40	D008382	154700	19346006,57201002,234035006	C0024796
marinesco-sjogren-syndrome	Marinesco-Sjögren syndrome		D013132	248800	80734006	C0024814
maternally-inherited-diabetes-and-deafness	Maternally inherited diabetes and deafness	E13.69	D003920	520000	237619009	C0342289
maturity-onset-diabetes-of-the-young	Maturity-onset diabetes of the young		D003920	606391,125850,125851,600496,137920	14052004,717048002,721234004,717182006,609561005	C0342276,C1833382,C0342277,C1838100,C1853297,C2677132,C3150617,C4225299,C1864839,C1853371,C1852093,C4225365,C3150618
mayer-rokitansky-kuster-hauser-syndrome	Mayer-Rokitansky-Küster-Hauser syndrome		D058489	601076,277000	253828000	C1698581
mbd5-associated-neurodevelopmental-disorder	MBD5-associated neurodevelopmental disorder		D065886,D025063	156200	719657001	C1969562
mccune-albright-syndrome	McCune-Albright syndrome	Q78.1	D005359	174800	36517007	C0242292
mckusick-kaufman-syndrome	McKusick-Kaufman syndrome		D052202,D006330,D017689	236700	702407009	C0948368
mcleod-neuroacanthocytosis-syndrome	McLeod neuroacanthocytosis syndrome		D054546	300842	724172004	C0398568
mda5-deficiency	MDA5 deficiency		D007153			
meckel-syndrome	Meckel syndrome		D000015	603194,607361,614175,249000,614209,612284,611561,613885,611134,267010	29076005	C1969052,C2676790,C1846357,C1864148,C3280036,C3836857,C3280155,C2673885,C1970161,C3714506
mecp2-duplication-syndrome	MECP2 duplication syndrome		D038901	300260	702816000	C1846058
mecp2-related-severe-neonatal-encephalopathy	MECP2-related severe neonatal encephalopathy		D001925	300673	711487002	C1968556
med13l-syndrome	MED13L syndrome		D008607	616789		C4225208
medium-chain-acyl-coa-dehydrogenase-deficiency	Medium-chain acyl-CoA dehydrogenase deficiency	E71.311	D008052	201450	128596003	C0220710
medullary-cystic-kidney-disease-type-1	Medullary cystic kidney disease type 1	Q61.5	D007674	174000	726017001	C1868139
meesmann-corneal-dystrophy	Meesmann corneal dystrophy	H18.52	D053559	122100	1674008	C0339277
megacystis-microcolon-intestinal-hypoperistalsis-syndrome	Megacystis-microcolon-intestinal hypoperistalsis syndrome		D005767	155310	253781004	C5542316,C5543636,C5543476,C5543513
megalencephalic-leukoencephalopathy-with-subcortical-cysts	Megalencephalic leukoencephalopathy with subcortical cysts		D020279	604004,613926,613925	703536004	CN034246,C1858854
megalencephaly-capillary-malformation-syndrome	Megalencephaly-capillary malformation syndrome		D054079,D058627	602501	703370002	C1865285
megalencephaly-polymicrogyria-polydactyly-hydrocephalus-syndrome	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome		D065706,D017689,D058627,D006849	615938,615937,603387	722036008	C4012727,C4014742,C4014738
megdel-syndrome	MEGDEL syndrome	E71.111	D008052	614739	711409002	C4040739
meier-gorlin-syndrome	Meier-Gorlin syndrome		D004392	613803,224690,613805,613800,613804	703508009	C3151126,C3151113,C3151097,C3151120,C1868684
melanoma	Melanoma	C43	D008545	615134,608035,615848,609048,613972,613099,614456,155600,612263,155601	830150003,372244006,830195005	C0025202,C0151779,C1512419
melnick-needles-syndrome	Melnick-Needles syndrome		D010009	309350	13449007	C0025237
melorheostosis	Melorheostosis		D008557	155950	44697002	C3149631
menkes-syndrome	Menkes syndrome		D007706	304150,309400	59178007	C0022716
metachromatic-leukodystrophy	Metachromatic leukodystrophy	E75.25	D007966	250100,249900	68390005,44359008,40802007,396338004,24326000,238031009	C0268262,C0023522
metatropic-dysplasia	Metatropic dysplasia		D004392	156530	22764001	C0265281
methemoglobinemia-beta-globin-type	Methemoglobinemia, beta-globin type	D74.0	D008708	141900	267550008	C1840779
methylmalonic-acidemia	Methylmalonic acidemia	E71.120	D008661	251100,251000,251120,277410,251110	73843004,82245003,42393006,69614003	C1855109,C1855114,C1855102,C0268583,C1855100
methylmalonic-acidemia-with-homocystinuria	Methylmalonic acidemia with homocystinuria		D000592	614857,277400,277410,277380	4409006	C1848561,C1848578,C1848552,C3553915
mevalonate-kinase-deficiency	Mevalonate kinase deficiency		D054078	260920,610377	124327008,234538002	C0398691,C1959626
microcephalic-osteodysplastic-primordial-dwarfism-type-ii	Microcephalic osteodysplastic primordial dwarfism type II		D004392	210720	254103003	C0432246
microcephaly-capillary-malformation-syndrome	Microcephaly-capillary malformation syndrome		D054079,D008831	614261	703369003	C3280296
microcephaly-seizures-and-developmental-delay	Microcephaly, seizures, and developmental delay		D065886	613402		C3150667
microphthalmia	Microphthalmia	Q11.2	D008850	613703,251505,611040,613094,212550,610092,611638,605738,300345,611038,615145,156850,615113,613517,610093,613704,251600,156900	15987151000119103,61142002	C0026010
microphthalmia-with-linear-skin-defects-syndrome	Microphthalmia with linear skin defects syndrome		D008850	309801	721879006	C0796070
microvillus-inclusion-disease	Microvillus inclusion disease		D008286	251850	235729009	C0341306
migraine	Migraine	G43	D020326,D020325	607498,609179,607508,611706,609570,157300,609670,610208,607516,300125,610209,613656,607501	37796009	C3887485
miller-dieker-syndrome	Miller-Dieker syndrome		D054221	247200	253148005	C0265219
miller-syndrome	Miller syndrome		D003394	263750	66038001	C0265257
milroy-disease	Milroy disease	Q82.0	D008209	153100	399889006	C1704423
mitochondrial-complex-i-deficiency	Mitochondrial complex I deficiency		D028361	252010	725046003,237988006	
mitochondrial-complex-iii-deficiency	Mitochondrial complex III deficiency		D028361	615159,615160,615453,615157,615158,124000	709414007	C3554605,C3554606,C3554608,C3541471,C4014440,C3554607,C3809553
mitochondrial-complex-v-deficiency	Mitochondrial complex V deficiency		D028361	614053,615228,614052,604273	237992004	C3808899
mitochondrial-encephalomyopathy-lactic-acidosis-and-stroke-like-episodes	Mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes	E88.41	D017241	540000	39925003	C0162671
mitochondrial-membrane-protein-associated-neurodegeneration	Mitochondrial membrane protein-associated neurodegeneration		D019150	614298	709415008	C3280371
mitochondrial-neurogastrointestinal-encephalopathy-disease	Mitochondrial neurogastrointestinal encephalopathy disease	E88.49	D028361	613662,612075,603041	124273008	C3150914,C2749861,C4551995
mitochondrial-trifunctional-protein-deficiency	Mitochondrial trifunctional protein deficiency		D008052	609015	237999008	C1969443
miyoshi-myopathy	Miyoshi myopathy		D049310	613319,254130	111506000	C4551973,C2750076
mn1-c-terminal-truncation-syndrome	MN1 C-terminal truncation syndrome		D000015	618774		C3551915
molybdenum-cofactor-deficiency	Molybdenum cofactor deficiency		D020739	252150,615501,252160	29692004	C1854990,C1854989,C1854988,C0268119
monilethrix	Monilethrix		D056734	158000	69488000	C0546966
monoamine-oxidase-a-deficiency	Monoamine oxidase A deficiency		D040181,D008607	300615	718210003	C0796275
mosaic-variegated-aneuploidy-syndrome	Mosaic variegated aneuploidy syndrome		D000782	614114,257300	700056005	C1850343,C3279843
mowat-wilson-syndrome	Mowat-Wilson syndrome		D006627,D000015	235730	703535000	C1856113
moyamoya-disease	Moyamoya disease	I67.5	D009072	608796,607151,252350,614042	69116000	C3279690,C0026654,C1846689
mpv17-related-hepatocerebral-mitochondrial-dna-depletion-syndrome	MPV17-related hepatocerebral mitochondrial DNA depletion syndrome		D028361	256810	237995002	C1850406
mucolipidosis-ii-alpha-beta	Mucolipidosis II alpha/beta	E77.0	D009081	252500	70199000	C2673377
mucolipidosis-iii-alpha-beta	Mucolipidosis III alpha/beta	E77.0	D009081	252600	65764006	C0033788
mucolipidosis-iii-gamma	Mucolipidosis III gamma	E77.0	D009081	252605	65764006	C1854896
mucolipidosis-type-iv	Mucolipidosis type IV	E75.11	D009081	252650	725296006	C0238286
mucopolysaccharidosis-type-iii	Mucopolysaccharidosis type III	E76.22	D009084	252900,252920,252930,252940	75238000,59990008,88393000,41572006,15892005	C0086650,C0086649,C0086647,C0086648
mucopolysaccharidosis-type-ii	Mucopolysaccharidosis type II	E76.1	D016532	309900	5667009,70737009,73146005	C0026705
mucopolysaccharidosis-type-i	Mucopolysaccharidosis type I	E76.02,E76.0,E76.03,E76.01	D008059	607014,607016,607015	26745009,75610003,73123008	C0023786
mucopolysaccharidosis-type-iv	Mucopolysaccharidosis type IV	E76.219,E76.210,E76.211,E76.21	D009085	253010,253000	7259005,130197005,378007,238044004	C0086652,C0086651,C0026707
mucopolysaccharidosis-type-vii	Mucopolysaccharidosis type VII		D016538	253220	124470009,43916004	C0085132
mucopolysaccharidosis-type-vi	Mucopolysaccharidosis type VI		D009087	253200	52677002	C0026709
muenke-syndrome	Muenke syndrome		D003398	602849	440350001	C1864436
mullerian-aplasia-and-hyperandrogenism	Müllerian aplasia and hyperandrogenism		D058489	158330	699275001	C2675014
multicentric-osteolysis-nodulosis-and-arthropathy	Multicentric osteolysis, nodulosis, and arthropathy		D010014	259600	254151006,254152004	C1850155
multiminicore-disease	Multiminicore disease		D020512	255320,602771	55133004	C1850674
multiple-cutaneous-and-mucosal-venous-malformations	Multiple cutaneous and mucosal venous malformations		D017445	600195	699301008	C1838437
multiple-endocrine-neoplasia	Multiple endocrine neoplasia	Z15.81,E31.20,Z83.41,E31.21,E31.2,E31.22,E31.23	D009377	171400,131100,155240,162300,610755	61808009,46724008,61530001,30664006	C0025269,C0025268,C1833921,C0025267,C1970712
multiple-epiphyseal-dysplasia	Multiple epiphyseal dysplasia		D010009	120210,132400,600969,226900,607078,600204	59708000,313339007	C1838429,C1847593,C1832998,C1846843,C1838280,C2675767
multiple-mitochondrial-dysfunctions-syndrome	Multiple mitochondrial dysfunctions syndrome		D028361	615330,614299,605711	720827002	C3809165,C3280378,C3276432
multiple-myeloma	Multiple myeloma	C90.02,C90.00,C90.01,C90.0	D009101	254500	109989006	C0026764
multiple-pterygium-syndrome	Multiple pterygium syndrome		D012873	265000,253290	205819008,80773006,60192008	C1854678,C0265261
multiple-sclerosis	Multiple sclerosis	G35	D009103	126200	192928003,24700007	C1868685
multiple-sulfatase-deficiency	Multiple sulfatase deficiency		D052517	272200	54898003	C0268263
multiple-system-atrophy	Multiple system atrophy	G90.3	D019578	146500	230297002,16576004	C3714927
myd88-deficiency	MyD88 deficiency		D007153	612260	718232007	C2677092
myh9-related-disorder	MYH9-related disorder	D72.0	D013921	155100	234485006,234484005,236422008	C5200934
myhre-syndrome	Myhre syndrome		D000015	139210	699316006	C0796081
myoclonic-epilepsy-myopathy-sensory-ataxia	Myoclonic epilepsy myopathy sensory ataxia		D028361	607459	699328003	C1843852
myoclonic-epilepsy-with-ragged-red-fibers	Myoclonic epilepsy with ragged-red fibers	E88.42	D017243	545000	68448003,57254004,230426003	C0162672
myoclonus-dystonia	Myoclonus-dystonia		D009207	159900	439732004	C1834570
myofibrillar-myopathy	Myofibrillar myopathy		D020914	601419,608810,609524,609452,609200,612954	699269005	C1832370,C2751831,C2678065,C1836050,C3714934,C1837317,C4721886
myopathy-with-deficiency-of-iron-sulfur-cluster-assembly-enzyme	Myopathy with deficiency of iron-sulfur cluster assembly enzyme		D009135	255125	699268002	C1850718
myosin-storage-myopathy	Myosin storage myopathy		D009135	608358	699267007	C1842160
myostatin-related-muscle-hypertrophy	Myostatin-related muscle hypertrophy		D009135	601788	699185005	C2931112
myotonia-congenita	Myotonia congenita	G71.12	D009224	255700,160800	20305008,726051002,57938005	C0751360,C2936781,C0027127
myotonic-dystrophy	Myotonic dystrophy	G71.11	D009223	160900,602668	240104008,77956009,195031006	C2931689,C0027126
n-acetylglutamate-synthase-deficiency	N-acetylglutamate synthase deficiency	E72.29	D056806	237310	57119000	C0268543
naegeli-franceschetti-jadassohn-syndrome-dermatopathia-pigmentosa-reticularis	Naegeli-Franceschetti-Jadassohn syndrome/dermatopathia pigmentosa reticularis		D004476	161000,125595	239084001,239088003	C0343111,C0406778
nager-syndrome	Nager syndrome		D003394	154400	35520007	C0265245
nail-patella-syndrome	Nail-patella syndrome		D009261	161200,137750	22199006	C0027341
nakajo-nishimura-syndrome	Nakajo-Nishimura syndrome		D056660	256040	702449004	C4746851
narcolepsy	Narcolepsy	G47.4,G47.421,G47.419,G47.42,G47.411,G47.41,G47.429	D009290	612417,609039,614223,161400,614250,612851,605841	193042000,60380001	C2676275,C1834372,C1853901,C0751362,C3280204,C3280266,C1836907,C2748508
nearsightedness	Nearsightedness	H52.12,H52.13,H52.10,H52.11,H52.1	D009216	609257,300613,609259,610320,608474,609258,614166,160700,310460,612554,608367,603221,613969,609995,608908,609256,255500,612717,609994	57190000	C0027092
nemaline-myopathy	Nemaline myopathy	G71.2	D017696	616165,615731,609285,161800,256030,609273,610687,605355,615348,609284	75072002	C4015360,C1854380,C1836448,C1853154,C3711389,C1836472,C0206157,C3809209,C1850569,C3810384,C1836447
nephrogenic-diabetes-insipidus	Nephrogenic diabetes insipidus	N25.1	D018500	125800,304800	61165007,111395007,81475007	C0162283,C1563706,C1563705
nephronophthisis	Nephronophthisis		D052177	613820,614845,602088,613550,614844,606966,614377,611498,256100,613824,615382,615862,604387	204958008	C3539071,C3151186,C0687120,C1969092,C3890591,C3150796,C3151188,C1865872,C3809320,C1855681,C1847013,C3541853,C1858392
netherton-syndrome	Netherton syndrome		D056770	256500	312514006	C0265962
neuroblastoma	Neuroblastoma		D009447	256700,613013,613014	432328008,87364003	C2751681,C2751682
neurodevelopmental-disorder-with-or-without-anomalies-of-the-brain-eye-or-heart	Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart		D008607,D001927	616975		C4310772
neuroferritinopathy	Neuroferritinopathy		D001796	606159	699299001	C1853578
neurofibromatosis-type-1	Neurofibromatosis type 1	Q85.01,Q85.0,Q85.00	D009456	162200	92824003	C0027831
neurofibromatosis-type-2	Neurofibromatosis type 2	Q85.03,Q85.02,Q85.0,Q85.00	D016518	101000	92503002	C0027832
neurohypophyseal-diabetes-insipidus	Neurohypophyseal diabetes insipidus	E23.2	D020790	125700	45369008	C0687720
neuropathy-ataxia-and-retinitis-pigmentosa	Neuropathy, ataxia, and retinitis pigmentosa	E88.49	D028361	551500	237984008	C1328349
neutral-lipid-storage-disease-with-myopathy	Neutral lipid storage disease with myopathy		D008052	610717	699315005	C1853136
ngly1-congenital-disorder-of-deglycosylation	NGLY1-congenital disorder of deglycosylation		D002239	615273		C3808991
nicolaides-baraitser-syndrome	Nicolaides-Baraitser syndrome		D008607,D000015	601358	401046009	C1303073
niemann-pick-disease	Niemann-Pick disease	E75.240,E75.249,E75.248,E75.24,E75.242,E75.241,E75.243	D009542	257200,607616,257220,607625	18927009,39390005,66751000,58459009,73399005,52165006	C0268243,C2675646,C0220756,C0268242,C0268247,C3179455,C1843366,C0028064
nijmegen-breakage-syndrome	Nijmegen breakage syndrome		D049932	251260	234638009	C0398791
non-alcoholic-fatty-liver-disease	Non-alcoholic fatty liver disease	K75.81	D065626	613282,613387	197315008	C3150651,C2750440
nonbullous-congenital-ichthyosiform-erythroderma	Nonbullous congenital ichthyosiform erythroderma		D016113	601277,612281,617320,604777,242100,606545,615023,615024	267372009	C3554355,C1832550,C3539888,C2677065,C4310621,C3888093,C1858133,C3554349
nonketotic-hyperglycinemia	Nonketotic hyperglycinemia	E72.51	D020158	605899	51097006,67845009,237939006,63329001,303092001	C0751748
nonsyndromic-congenital-nail-disorder-10	Nonsyndromic congenital nail disorder 10	Q84.5,L60.1	D054039	161050	88103004,75789001	C0406443
nonsyndromic-hearing-loss	Nonsyndromic hearing loss	H91.8X1,H90.0,H91.8,H91.8X2,H91.91,H90.1,H91.93,H91.92,H90.2,H90.8,H91.9,H91.8X3,H90.3,H90.72,H90.11,H90.71,H90.12,H90.6,H90.4,H90.42,H90.5,H90.41,H90,H91.90,H91.8X,H91.8X9,H90.7	D003638,D034381	609006,601868,607239,602459,609823,300030,300066,610265,603720,607084,600316,603010,603098,607197,304500,605192,220290,601386,601544,607683,600994,602092,604060,600060,606705,601316,601317,606346,600974,600101,608394,580000,601369,604717,601543,300914,603629,304400,607821,600652,600965,601412,601071,300614,607841	8531006,48758008,343087000,60700002,95820000,95821001,44057004	CN043651,C0236038,CN043648
nonsyndromic-holoprosencephaly	Nonsyndromic holoprosencephaly	Q04.2	D016142	236100,609637,609408,142946,142945,610829,605934,610828,157170	253138008,253137003,30915001,253136007	C0079541
nonsyndromic-paraganglioma	Nonsyndromic paraganglioma		D010235	171300	716857003	C0031511
noonan-syndrome	Noonan syndrome	Q87.1	D009634	605275,616564,616559,163950,613224,611553,609942,615355,610733,613706	205824006	C3150970,C1854469,C4225282,C1969057,C4551602,C1853120,C4225280,C2750732,C3809233,C0028326,C1860991
noonan-syndrome-with-multiple-lentigines	Noonan syndrome with multiple lentigines		D044542	151100,611554,613707	111306001,45167004	C3150971,C4551484,C1969056,C0175704
norrie-disease	Norrie disease		D015785	310600	15228007	C0266526
north-american-indian-childhood-cirrhosis	North American Indian childhood cirrhosis		D008103	604901	699189004	C1858051
obsessive-compulsive-disorder	Obsessive-compulsive disorder	F42.9,F42,F42.4,F42.3,F42.8,F42.2	D009771	164230	191736004	C0028768
ochoa-syndrome	Ochoa syndrome		D000015	236730	236533008	C0403555
ocular-albinism	Ocular albinism	E70.311,E70.319,E70.318,E70.310,E70.31	D016117	606952,300650,300500	26399002,78642008	C0268505,C1845069,C0342684
oculocutaneous-albinism	Oculocutaneous albinism	E70.320,E70.329,E70.321,E70.32,E70.328	D016115	203100,113750,615312,615179,606952,606574,203290,203200	6483008,63844009,26336006,63450009,11160000	C0342683,C4551504,C3888401,C1847024,C3808786,C1847836,C0078918,C0268495,C0268494
oculodentodigital-dysplasia	Oculodentodigital dysplasia		D004476	164200	254138001,38215007,254139009	C0812437
oculofaciocardiodental-syndrome	Oculofaciocardiodental syndrome		D008850,D015785	300166	699300009	C1846265
oculopharyngeal-muscular-dystrophy	Oculopharyngeal muscular dystrophy	G71.0	D039141	164300	77097004	C0270952
ohdo-syndrome-maat-kievit-brunner-type	Ohdo syndrome, Maat-Kievit-Brunner type		D000015	300895	699297004	C3698541
ohdo-syndrome-say-barber-biesecker-young-simpson-variant	Ohdo syndrome, Say-Barber-Biesecker-Young-Simpson variant		D000015	603736	699298009	C1863557
ollier-disease	Ollier disease	Q78.4	D004687	166000	268274005	C0014084
omenn-syndrome	Omenn syndrome	D81.2	D016511	603554	307650006,722067005	C2700553
ophthalmo-acromelic-syndrome	Ophthalmo-acromelic syndrome		D000853	206920	703403003	C0599973
opioid-addiction	Opioid addiction	F11.21,F11.222,F11.229,F11.281,F11.22,F11.221,F11.259,F11.24,F11.20,F11.251,F11.28,F11.23,F11.282,F11.288,F11.29,F11.220,F11.2,F11.25,F11.250	D009293	610064	75544000,288861000119108	C1864733
opitz-g-bbb-syndrome	Opitz G/BBB syndrome		D040181,D004062	145420,300000	81771002	C2936904,CN032444,CN263119
optic-atrophy-type-1	Optic atrophy type 1	H47.22,H47.212,H47.211,H47.21,H47.213,H47.219	D029241	165500	2065009,838307002	C0338508
oral-facial-digital-syndrome	Oral-facial-digital syndrome		D009958	300484,165590,258860,277170,174300,608518,612913,258850,311200,252100,258865	52868006	C0796101,C0406726,C0406727,C1510460,C1868118,C0029294,C2745997
ornithine-transcarbamylase-deficiency	Ornithine transcarbamylase deficiency	E72.29	D020163	311250	80908008	C0268542
ornithine-translocase-deficiency	Ornithine translocase deficiency	E72.4	D056806	238970	30287008	C0268540
osteoarthritis	Osteoarthritis	M15.0,M15.4,M15	D010003	610839,140600,607850,612400,612401,165720	396275006	C3887876
osteogenesis-imperfecta	Osteogenesis imperfecta	Q78.0	D010013	613982,615220,610682,166210,617952,166220,166200,616229,616507,610967,613849,610968,259420,613848,610915,615066,301014,259440,614856	254110009,205497004,385483009,86470003,205496008,78314001,385482004	C1853162,C3553887,C3279564,C3151211,C0268362,C0268363,C1850169,C3151433,C4746956,C3808844,C4693736,C1970458,C3554428,C3151218,C4015610,C0029434,C2931093,C0023931,C4225301
osteoglophonic-dysplasia	Osteoglophonic dysplasia		D004392	166250	254144002	C0432283
