name	ghr-page	reviewed	published
Klippel-Feil syndrome	https://medlineplus.gov/genetics/condition/klippel-feil-syndrome	2015-06	2020-08-18
Klippel-Trenaunay syndrome	https://medlineplus.gov/genetics/condition/klippel-trenaunay-syndrome	2021-05	2021-05-17
Kniest dysplasia	https://medlineplus.gov/genetics/condition/kniest-dysplasia	2008-07	2020-08-18
Knobloch syndrome	https://medlineplus.gov/genetics/condition/knobloch-syndrome	2011-06	2020-08-18
Koolen-de Vries syndrome	https://medlineplus.gov/genetics/condition/koolen-de-vries-syndrome	2013-03	2020-09-08
Krabbe disease	https://medlineplus.gov/genetics/condition/krabbe-disease	2018-01	2020-08-18
Kuskokwim syndrome	https://medlineplus.gov/genetics/condition/kuskokwim-syndrome	2013-11	2020-09-28
L1 syndrome	https://medlineplus.gov/genetics/condition/l1-syndrome	2021-06	2021-06-10
LAMA2-related muscular dystrophy	https://medlineplus.gov/genetics/condition/lama2-related-muscular-dystrophy	2018-10	2020-08-18
LMNA-related congenital muscular dystrophy	https://medlineplus.gov/genetics/condition/lmna-related-congenital-muscular-dystrophy	2018-05	2020-08-18
Lacrimo-auriculo-dento-digital syndrome	https://medlineplus.gov/genetics/condition/lacrimo-auriculo-dento-digital-syndrome	2013-06	2020-08-18
Lactate dehydrogenase deficiency	https://medlineplus.gov/genetics/condition/lactate-dehydrogenase-deficiency	2012-02	2023-08-18
Lactose intolerance	https://medlineplus.gov/genetics/condition/lactose-intolerance	2010-05	2023-03-27
Lafora progressive myoclonus epilepsy	https://medlineplus.gov/genetics/condition/lafora-progressive-myoclonus-epilepsy	2016-08	2020-08-18
Laing distal myopathy	https://medlineplus.gov/genetics/condition/laing-distal-myopathy	2016-12	2020-08-18
Lamellar ichthyosis	https://medlineplus.gov/genetics/condition/lamellar-ichthyosis	2015-03	2020-08-18
Langer mesomelic dysplasia	https://medlineplus.gov/genetics/condition/langer-mesomelic-dysplasia	2012-01	2023-03-28
Langerhans cell histiocytosis	https://medlineplus.gov/genetics/condition/langerhans-cell-histiocytosis	2017-10	2021-05-28
Laron syndrome	https://medlineplus.gov/genetics/condition/laron-syndrome	2015-04	2023-07-25
Larsen syndrome	https://medlineplus.gov/genetics/condition/larsen-syndrome	2019-10	2023-08-18
Laryngo-onycho-cutaneous syndrome	https://medlineplus.gov/genetics/condition/laryngo-onycho-cutaneous-syndrome	2014-09	2020-08-18
Lateral meningocele syndrome	https://medlineplus.gov/genetics/condition/lateral-meningocele-syndrome	2016-08	2020-08-18
Lattice corneal dystrophy type I	https://medlineplus.gov/genetics/condition/lattice-corneal-dystrophy-type-i	2012-04	2020-08-18
Lattice corneal dystrophy type II	https://medlineplus.gov/genetics/condition/lattice-corneal-dystrophy-type-ii	2012-04	2020-08-18
Leber congenital amaurosis	https://medlineplus.gov/genetics/condition/leber-congenital-amaurosis	2010-08	2022-10-06
Leber hereditary optic neuropathy	https://medlineplus.gov/genetics/condition/leber-hereditary-optic-neuropathy	2013-12	2020-09-08
Left ventricular noncompaction	https://medlineplus.gov/genetics/condition/left-ventricular-noncompaction	2021-06	2022-06-22
Legg-Calvé-Perthes disease	https://medlineplus.gov/genetics/condition/legg-calve-perthes-disease	2014-09	2020-08-18
Legius syndrome	https://medlineplus.gov/genetics/condition/legius-syndrome	2011-02	2022-12-02
Leigh syndrome	https://medlineplus.gov/genetics/condition/leigh-syndrome	2016-06	2023-04-28
Lennox-Gastaut syndrome	https://medlineplus.gov/genetics/condition/lennox-gastaut-syndrome	2018-09	2023-05-03
Leprosy	https://medlineplus.gov/genetics/condition/leprosy	2018-02	2020-08-18
Leptin receptor deficiency	https://medlineplus.gov/genetics/condition/leptin-receptor-deficiency	2016-07	2020-08-18
Lesch-Nyhan syndrome	https://medlineplus.gov/genetics/condition/lesch-nyhan-syndrome	2013-02	2020-08-18
Leukocyte adhesion deficiency type 1	https://medlineplus.gov/genetics/condition/leukocyte-adhesion-deficiency-type-1	2014-04	2020-08-18
Leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation	https://medlineplus.gov/genetics/condition/leukoencephalopathy-with-brainstem-and-spinal-cord-involvement-and-lactate-elevation	2011-08	2020-08-18
Leukoencephalopathy with thalamus and brainstem involvement and high lactate	https://medlineplus.gov/genetics/condition/leukoencephalopathy-with-thalamus-and-brainstem-involvement-and-high-lactate	2016-09	2023-08-18
Leukoencephalopathy with vanishing white matter	https://medlineplus.gov/genetics/condition/leukoencephalopathy-with-vanishing-white-matter	2013-05	2020-08-18
Leydig cell hypoplasia	https://medlineplus.gov/genetics/condition/leydig-cell-hypoplasia	2010-04	2023-10-26
Li-Fraumeni syndrome	https://medlineplus.gov/genetics/condition/li-fraumeni-syndrome	2020-06	2020-08-18
Liddle syndrome	https://medlineplus.gov/genetics/condition/liddle-syndrome	2013-03	2023-03-21
Liebenberg syndrome	https://medlineplus.gov/genetics/condition/liebenberg-syndrome	2016-09	2020-08-18
Limb-girdle muscular dystrophy	https://medlineplus.gov/genetics/condition/limb-girdle-muscular-dystrophy	2019-09	2020-08-18
Lipoid proteinosis	https://medlineplus.gov/genetics/condition/lipoid-proteinosis	2016-07	2020-08-18
Lissencephaly with cerebellar hypoplasia	https://medlineplus.gov/genetics/condition/lissencephaly-with-cerebellar-hypoplasia	2013-08	2020-08-18
Loeys-Dietz syndrome	https://medlineplus.gov/genetics/condition/loeys-dietz-syndrome	2020-04	2020-08-18
Long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency	https://medlineplus.gov/genetics/condition/long-chain-3-hydroxyacyl-coa-dehydrogenase-deficiency	2017-05	2023-07-26
Lowe syndrome	https://medlineplus.gov/genetics/condition/lowe-syndrome	2013-11	2020-08-18
Lujan syndrome	https://medlineplus.gov/genetics/condition/lujan-syndrome	2012-12	2020-08-18
Lung cancer	https://medlineplus.gov/genetics/condition/lung-cancer	2017-12	2020-08-18
Lyme disease	https://medlineplus.gov/genetics/condition/lyme-disease	2018-06	2020-08-18
Lymphangioleiomyomatosis	https://medlineplus.gov/genetics/condition/lymphangioleiomyomatosis	2017-03	2020-08-18
Lymphedema-distichiasis syndrome	https://medlineplus.gov/genetics/condition/lymphedema-distichiasis-syndrome	2014-02	2020-08-18
Lynch syndrome	https://medlineplus.gov/genetics/condition/lynch-syndrome	2021-04	2022-06-09
Lysinuric protein intolerance	https://medlineplus.gov/genetics/condition/lysinuric-protein-intolerance	2008-03	2023-03-10
Lysosomal acid lipase deficiency	https://medlineplus.gov/genetics/condition/lysosomal-acid-lipase-deficiency	2017-02	2020-08-18
Léri-Weill dyschondrosteosis	https://medlineplus.gov/genetics/condition/leri-weill-dyschondrosteosis	2012-01	2020-08-18
MBD5-associated neurodevelopmental disorder	https://medlineplus.gov/genetics/condition/mbd5-associated-neurodevelopmental-disorder	2018-09	2023-07-12
MDA5 deficiency	https://medlineplus.gov/genetics/condition/mda5-deficiency	2017-11	2020-08-18
MECP2 duplication syndrome	https://medlineplus.gov/genetics/condition/mecp2-duplication-syndrome	2017-03	2023-08-02
MECP2-related severe neonatal encephalopathy	https://medlineplus.gov/genetics/condition/mecp2-related-severe-neonatal-encephalopathy	2016-02	2023-03-21
MED13L syndrome	https://medlineplus.gov/genetics/condition/med13l-syndrome	2019-05	2023-07-13
MEGDEL syndrome	https://medlineplus.gov/genetics/condition/megdel-syndrome	2014-07	2023-08-22
MN1 C-terminal truncation syndrome	https://medlineplus.gov/genetics/condition/mn1-c-terminal-truncation-syndrome	2020-11	2023-03-28
MPV17-related hepatocerebral mitochondrial DNA depletion syndrome	https://medlineplus.gov/genetics/condition/mpv17-related-hepatocerebral-mitochondrial-dna-depletion-syndrome	2013-01	2023-07-26
MYH9-related disorder	https://medlineplus.gov/genetics/condition/myh9-related-disorder	2011-04	2023-08-22
Mabry syndrome	https://medlineplus.gov/genetics/condition/mabry-syndrome	2013-08	2020-08-18
Macrozoospermia	https://medlineplus.gov/genetics/condition/macrozoospermia	2015-01	2020-08-18
Maffucci syndrome	https://medlineplus.gov/genetics/condition/maffucci-syndrome	2016-02	2020-08-18
Mainzer-Saldino syndrome	https://medlineplus.gov/genetics/condition/mainzer-saldino-syndrome	2013-05	2023-03-21
Majeed syndrome	https://medlineplus.gov/genetics/condition/majeed-syndrome	2009-08	2020-08-18
Mal de Meleda	https://medlineplus.gov/genetics/condition/mal-de-meleda	2014-11	2020-08-18
Malignant hyperthermia	https://medlineplus.gov/genetics/condition/malignant-hyperthermia	2020-03	2020-08-18
Malignant migrating partial seizures of infancy	https://medlineplus.gov/genetics/condition/malignant-migrating-partial-seizures-of-infancy	2014-03	2020-08-18
Malonyl-CoA decarboxylase deficiency	https://medlineplus.gov/genetics/condition/malonyl-coa-decarboxylase-deficiency	2010-01	2023-07-25
Mandibuloacral dysplasia	https://medlineplus.gov/genetics/condition/mandibuloacral-dysplasia	2013-08	2020-08-18
Mandibulofacial dysostosis with microcephaly	https://medlineplus.gov/genetics/condition/mandibulofacial-dysostosis-with-microcephaly	2014-09	2023-02-27
Manitoba oculotrichoanal syndrome	https://medlineplus.gov/genetics/condition/manitoba-oculotrichoanal-syndrome	2011-05	2020-08-18
Mannose-binding lectin deficiency	https://medlineplus.gov/genetics/condition/mannose-binding-lectin-deficiency	2018-05	2020-08-18
Maple syrup urine disease	https://medlineplus.gov/genetics/condition/maple-syrup-urine-disease	2017-07	2020-08-18
Marfan syndrome	https://medlineplus.gov/genetics/condition/marfan-syndrome	2018-05	2020-08-18
Marinesco-Sjögren syndrome	https://medlineplus.gov/genetics/condition/marinesco-sjogren-syndrome	2015-02	2020-08-18
Maternally inherited diabetes and deafness	https://medlineplus.gov/genetics/condition/maternally-inherited-diabetes-and-deafness	2012-10	2023-07-19
Maturity-onset diabetes of the young	https://medlineplus.gov/genetics/condition/maturity-onset-diabetes-of-the-young	2020-07	2023-08-18
Mayer-Rokitansky-Küster-Hauser syndrome	https://medlineplus.gov/genetics/condition/mayer-rokitansky-kuster-hauser-syndrome	2017-05	2022-06-23
McCune-Albright syndrome	https://medlineplus.gov/genetics/condition/mccune-albright-syndrome	2018-01	2020-08-18
McKusick-Kaufman syndrome	https://medlineplus.gov/genetics/condition/mckusick-kaufman-syndrome	2008-05	2023-03-21
McLeod neuroacanthocytosis syndrome	https://medlineplus.gov/genetics/condition/mcleod-neuroacanthocytosis-syndrome	2015-04	2020-08-18
Meckel syndrome	https://medlineplus.gov/genetics/condition/meckel-syndrome	2012-05	2020-08-18
Medium-chain acyl-CoA dehydrogenase deficiency	https://medlineplus.gov/genetics/condition/medium-chain-acyl-coa-dehydrogenase-deficiency	2015-02	2023-07-26
Medullary cystic kidney disease type 1	https://medlineplus.gov/genetics/condition/medullary-cystic-kidney-disease-type-1	2013-06	2020-08-18
Meesmann corneal dystrophy	https://medlineplus.gov/genetics/condition/meesmann-corneal-dystrophy	2012-08	2020-08-18
Megacystis-microcolon-intestinal hypoperistalsis syndrome	https://medlineplus.gov/genetics/condition/megacystis-microcolon-intestinal-hypoperistalsis-syndrome	2017-10	2023-08-22
Megalencephalic leukoencephalopathy with subcortical cysts	https://medlineplus.gov/genetics/condition/megalencephalic-leukoencephalopathy-with-subcortical-cysts	2015-03	2020-08-18
Megalencephaly-capillary malformation syndrome	https://medlineplus.gov/genetics/condition/megalencephaly-capillary-malformation-syndrome	2017-06	2020-08-18
Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome	https://medlineplus.gov/genetics/condition/megalencephaly-polymicrogyria-polydactyly-hydrocephalus-syndrome	2017-01	2020-08-18
Meier-Gorlin syndrome	https://medlineplus.gov/genetics/condition/meier-gorlin-syndrome	2014-02	2020-08-18
Meige disease	https://medlineplus.gov/genetics/condition/meige-disease	2015-07	2020-08-18
Melanoma	https://medlineplus.gov/genetics/condition/melanoma	2018-08	2021-05-28
Melnick-Needles syndrome	https://medlineplus.gov/genetics/condition/melnick-needles-syndrome	2021-08	2021-08-26
Melorheostosis	https://medlineplus.gov/genetics/condition/melorheostosis	2018-05	2020-08-18
Menkes syndrome	https://medlineplus.gov/genetics/condition/menkes-syndrome	2019-12	2021-04-07
Metachromatic leukodystrophy	https://medlineplus.gov/genetics/condition/metachromatic-leukodystrophy	2021-06	2023-04-12
Metatropic dysplasia	https://medlineplus.gov/genetics/condition/metatropic-dysplasia	2012-04	2020-08-18
Methemoglobinemia, beta-globin type	https://medlineplus.gov/genetics/condition/methemoglobinemia-beta-globin-type	2015-07	2020-08-18
Methylmalonic acidemia	https://medlineplus.gov/genetics/condition/methylmalonic-acidemia	2011-07	2023-07-17
Methylmalonic acidemia with homocystinuria	https://medlineplus.gov/genetics/condition/methylmalonic-acidemia-with-homocystinuria	2016-02	2023-05-16
Mevalonate kinase deficiency	https://medlineplus.gov/genetics/condition/mevalonate-kinase-deficiency	2018-10	2020-08-18
Microcephalic osteodysplastic primordial dwarfism type II	https://medlineplus.gov/genetics/condition/microcephalic-osteodysplastic-primordial-dwarfism-type-ii	2018-02	2023-02-27
Microcephaly, seizures, and developmental delay	https://medlineplus.gov/genetics/condition/microcephaly-seizures-and-developmental-delay	2018-06	2020-08-18
Microcephaly-capillary malformation syndrome	https://medlineplus.gov/genetics/condition/microcephaly-capillary-malformation-syndrome	2014-02	2021-11-26
Microphthalmia	https://medlineplus.gov/genetics/condition/microphthalmia	2011-11	2020-08-18
Microphthalmia with linear skin defects syndrome	https://medlineplus.gov/genetics/condition/microphthalmia-with-linear-skin-defects-syndrome	2009-10	2020-09-08
Microvillus inclusion disease	https://medlineplus.gov/genetics/condition/microvillus-inclusion-disease	2014-07	2020-08-18
Migraine	https://medlineplus.gov/genetics/condition/migraine	2019-01	2020-08-18
Miller syndrome	https://medlineplus.gov/genetics/condition/miller-syndrome	2010-08	2020-08-18
Miller-Dieker syndrome	https://medlineplus.gov/genetics/condition/miller-dieker-syndrome	2009-11	2020-09-08
Milroy disease	https://medlineplus.gov/genetics/condition/milroy-disease	2013-04	2020-08-18
Mitochondrial complex I deficiency	https://medlineplus.gov/genetics/condition/mitochondrial-complex-i-deficiency	2017-11	2020-08-18
Mitochondrial complex III deficiency	https://medlineplus.gov/genetics/condition/mitochondrial-complex-iii-deficiency	2014-04	2023-07-26
Mitochondrial complex V deficiency	https://medlineplus.gov/genetics/condition/mitochondrial-complex-v-deficiency	2017-11	2023-02-27
Mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes	https://medlineplus.gov/genetics/condition/mitochondrial-encephalomyopathy-lactic-acidosis-and-stroke-like-episodes	2013-12	2020-09-08
Mitochondrial membrane protein-associated neurodegeneration	https://medlineplus.gov/genetics/condition/mitochondrial-membrane-protein-associated-neurodegeneration	2017-01	2020-08-18
Mitochondrial neurogastrointestinal encephalopathy disease	https://medlineplus.gov/genetics/condition/mitochondrial-neurogastrointestinal-encephalopathy-disease	2008-06	2023-09-20
Mitochondrial trifunctional protein deficiency	https://medlineplus.gov/genetics/condition/mitochondrial-trifunctional-protein-deficiency	2019-09	2023-07-26
Miyoshi myopathy	https://medlineplus.gov/genetics/condition/miyoshi-myopathy	2019-09	2023-08-22
Moebius syndrome	https://medlineplus.gov/genetics/condition/moebius-syndrome	2016-04	2020-08-18
Molybdenum cofactor deficiency	https://medlineplus.gov/genetics/condition/molybdenum-cofactor-deficiency	2014-03	2020-08-18
Monilethrix	https://medlineplus.gov/genetics/condition/monilethrix	2012-03	2020-08-18
Monoamine oxidase A deficiency	https://medlineplus.gov/genetics/condition/monoamine-oxidase-a-deficiency	2017-05	2023-07-12
Mosaic variegated aneuploidy syndrome	https://medlineplus.gov/genetics/condition/mosaic-variegated-aneuploidy-syndrome	2017-07	2023-02-27
Motion sickness	https://medlineplus.gov/genetics/condition/motion-sickness	2018-05	2023-07-26
Mowat-Wilson syndrome	https://medlineplus.gov/genetics/condition/mowat-wilson-syndrome	2015-06	2020-08-18
Moyamoya disease	https://medlineplus.gov/genetics/condition/moyamoya-disease	2017-10	2023-07-11
Mucolipidosis II alpha/beta	https://medlineplus.gov/genetics/condition/mucolipidosis-ii-alpha-beta	2015-05	2020-08-18
Mucolipidosis III alpha/beta	https://medlineplus.gov/genetics/condition/mucolipidosis-iii-alpha-beta	2014-10	2020-08-18
Mucolipidosis III gamma	https://medlineplus.gov/genetics/condition/mucolipidosis-iii-gamma	2015-05	2020-08-18
Mucolipidosis type IV	https://medlineplus.gov/genetics/condition/mucolipidosis-type-iv	2013-08	2020-08-18
Mucopolysaccharidosis type I	https://medlineplus.gov/genetics/condition/mucopolysaccharidosis-type-i	2012-12	2023-02-27
Mucopolysaccharidosis type II	https://medlineplus.gov/genetics/condition/mucopolysaccharidosis-type-ii	2008-12	2023-10-05
Mucopolysaccharidosis type III	https://medlineplus.gov/genetics/condition/mucopolysaccharidosis-type-iii	2020-01	2022-11-07
Mucopolysaccharidosis type IV	https://medlineplus.gov/genetics/condition/mucopolysaccharidosis-type-iv	2019-07	2021-04-07
Mucopolysaccharidosis type VI	https://medlineplus.gov/genetics/condition/mucopolysaccharidosis-type-vi	2021-06	2023-03-28
Mucopolysaccharidosis type VII	https://medlineplus.gov/genetics/condition/mucopolysaccharidosis-type-vii	2010-08	2023-02-27
Muenke syndrome	https://medlineplus.gov/genetics/condition/muenke-syndrome	2019-03	2020-08-18
Multicentric osteolysis, nodulosis, and arthropathy	https://medlineplus.gov/genetics/condition/multicentric-osteolysis-nodulosis-and-arthropathy	2013-11	2020-08-18
Multiminicore disease	https://medlineplus.gov/genetics/condition/multiminicore-disease	2022-03	2022-03-28
Multiple cutaneous and mucosal venous malformations	https://medlineplus.gov/genetics/condition/multiple-cutaneous-and-mucosal-venous-malformations	2009-08	2020-08-18
Multiple endocrine neoplasia	https://medlineplus.gov/genetics/condition/multiple-endocrine-neoplasia	2017-03	2020-08-18
Multiple epiphyseal dysplasia	https://medlineplus.gov/genetics/condition/multiple-epiphyseal-dysplasia	2014-11	2020-08-18
Multiple mitochondrial dysfunctions syndrome	https://medlineplus.gov/genetics/condition/multiple-mitochondrial-dysfunctions-syndrome	2015-05	2020-08-18
Multiple myeloma	https://medlineplus.gov/genetics/condition/multiple-myeloma	2016-05	2020-09-18
Multiple pterygium syndrome	https://medlineplus.gov/genetics/condition/multiple-pterygium-syndrome	2011-11	2020-08-18
Multiple sclerosis	https://medlineplus.gov/genetics/condition/multiple-sclerosis	2015-10	2020-08-18
Multiple sulfatase deficiency	https://medlineplus.gov/genetics/condition/multiple-sulfatase-deficiency	2021-05	2021-05-17
Multiple system atrophy	https://medlineplus.gov/genetics/condition/multiple-system-atrophy	2016-07	2020-08-18
MyD88 deficiency	https://medlineplus.gov/genetics/condition/myd88-deficiency	2015-06	2020-08-18
Myasthenia gravis	https://medlineplus.gov/genetics/condition/myasthenia-gravis	2016-06	2021-11-05
Mycosis fungoides	https://medlineplus.gov/genetics/condition/mycosis-fungoides	2021-05	2021-05-17
Myhre syndrome	https://medlineplus.gov/genetics/condition/myhre-syndrome	2020-02	2023-07-12
Myoclonic epilepsy myopathy sensory ataxia	https://medlineplus.gov/genetics/condition/myoclonic-epilepsy-myopathy-sensory-ataxia	2011-06	2020-08-18
Myoclonic epilepsy with ragged-red fibers	https://medlineplus.gov/genetics/condition/myoclonic-epilepsy-with-ragged-red-fibers	2014-05	2021-04-20
Myoclonus-dystonia	https://medlineplus.gov/genetics/condition/myoclonus-dystonia	2017-10	2020-08-18
Myofibrillar myopathy	https://medlineplus.gov/genetics/condition/myofibrillar-myopathy	2011-01	2020-08-18
Myopathy with deficiency of iron-sulfur cluster assembly enzyme	https://medlineplus.gov/genetics/condition/myopathy-with-deficiency-of-iron-sulfur-cluster-assembly-enzyme	2009-11	2020-08-18
Myosin storage myopathy	https://medlineplus.gov/genetics/condition/myosin-storage-myopathy	2013-02	2020-08-18
Myostatin-related muscle hypertrophy	https://medlineplus.gov/genetics/condition/myostatin-related-muscle-hypertrophy	2008-12	2022-07-28
Myotonia congenita	https://medlineplus.gov/genetics/condition/myotonia-congenita	2020-02	2020-08-18
Myotonic dystrophy	https://medlineplus.gov/genetics/condition/myotonic-dystrophy	2020-07	2023-07-26
Ménière disease	https://medlineplus.gov/genetics/condition/meniere-disease	2017-10	2020-08-18
Müllerian aplasia and hyperandrogenism	https://medlineplus.gov/genetics/condition/mullerian-aplasia-and-hyperandrogenism	2014-07	2020-08-18
N-acetylglutamate synthase deficiency	https://medlineplus.gov/genetics/condition/n-acetylglutamate-synthase-deficiency	2019-08	2020-08-18
NGLY1-congenital disorder of deglycosylation	https://medlineplus.gov/genetics/condition/ngly1-congenital-disorder-of-deglycosylation	2017-08	2020-08-18
Naegeli-Franceschetti-Jadassohn syndrome/dermatopathia pigmentosa reticularis	https://medlineplus.gov/genetics/condition/naegeli-franceschetti-jadassohn-syndrome-dermatopathia-pigmentosa-reticularis	2013-05	2021-11-24
Nager syndrome	https://medlineplus.gov/genetics/condition/nager-syndrome	2017-08	2020-08-18
Nail-patella syndrome	https://medlineplus.gov/genetics/condition/nail-patella-syndrome	2013-04	2020-08-18
Nakajo-Nishimura syndrome	https://medlineplus.gov/genetics/condition/nakajo-nishimura-syndrome	2013-11	2020-08-18
Narcolepsy	https://medlineplus.gov/genetics/condition/narcolepsy	2018-06	2020-08-18
Nearsightedness	https://medlineplus.gov/genetics/condition/nearsightedness	2018-07	2020-08-18
Nemaline myopathy	https://medlineplus.gov/genetics/condition/nemaline-myopathy	2015-12	2020-08-18
Nephrogenic diabetes insipidus	https://medlineplus.gov/genetics/condition/nephrogenic-diabetes-insipidus	2010-04	2023-07-26
Nephronophthisis	https://medlineplus.gov/genetics/condition/nephronophthisis	2014-09	2023-08-22
Netherton syndrome	https://medlineplus.gov/genetics/condition/netherton-syndrome	2014-03	2020-08-18
Neuroblastoma	https://medlineplus.gov/genetics/condition/neuroblastoma	2011-03	2020-09-08
Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart	https://medlineplus.gov/genetics/condition/neurodevelopmental-disorder-with-or-without-anomalies-of-the-brain-eye-or-heart	2018-08	2020-08-18
Neuroferritinopathy	https://medlineplus.gov/genetics/condition/neuroferritinopathy	2014-08	2020-08-18
Neurofibromatosis type 1	https://medlineplus.gov/genetics/condition/neurofibromatosis-type-1	2020-07	2021-04-20
Neurofibromatosis type 2	https://medlineplus.gov/genetics/condition/neurofibromatosis-type-2	2022-05	2022-12-09
Neurohypophyseal diabetes insipidus	https://medlineplus.gov/genetics/condition/neurohypophyseal-diabetes-insipidus	2010-04	2023-07-26
Neuromyelitis optica	https://medlineplus.gov/genetics/condition/neuromyelitis-optica	2015-03	2020-08-18
Neuropathy, ataxia, and retinitis pigmentosa	https://medlineplus.gov/genetics/condition/neuropathy-ataxia-and-retinitis-pigmentosa	2019-08	2020-09-08
Neutral lipid storage disease with myopathy	https://medlineplus.gov/genetics/condition/neutral-lipid-storage-disease-with-myopathy	2014-02	2020-08-18
Nicolaides-Baraitser syndrome	https://medlineplus.gov/genetics/condition/nicolaides-baraitser-syndrome	2015-12	2020-08-18
Niemann-Pick disease	https://medlineplus.gov/genetics/condition/niemann-pick-disease	2015-01	2020-08-18
Nijmegen breakage syndrome	https://medlineplus.gov/genetics/condition/nijmegen-breakage-syndrome	2017-05	2020-08-18
Non-alcoholic fatty liver disease	https://medlineplus.gov/genetics/condition/non-alcoholic-fatty-liver-disease	2016-11	2020-08-18
Nonbullous congenital ichthyosiform erythroderma	https://medlineplus.gov/genetics/condition/nonbullous-congenital-ichthyosiform-erythroderma	2019-02	2020-08-18
Nonketotic hyperglycinemia	https://medlineplus.gov/genetics/condition/nonketotic-hyperglycinemia	2020-05	2020-08-18
Nonsyndromic aplasia cutis congenita	https://medlineplus.gov/genetics/condition/nonsyndromic-aplasia-cutis-congenita	2013-08	2020-08-18
Nonsyndromic congenital nail disorder 10	https://medlineplus.gov/genetics/condition/nonsyndromic-congenital-nail-disorder-10	2017-03	2023-08-21
Nonsyndromic hearing loss	https://medlineplus.gov/genetics/condition/nonsyndromic-hearing-loss	2016-02	2023-03-28
Nonsyndromic holoprosencephaly	https://medlineplus.gov/genetics/condition/nonsyndromic-holoprosencephaly	2010-09	2023-08-21
Nonsyndromic paraganglioma	https://medlineplus.gov/genetics/condition/nonsyndromic-paraganglioma	2011-10	2020-08-18
Noonan syndrome	https://medlineplus.gov/genetics/condition/noonan-syndrome	2018-06	2020-08-18
Noonan syndrome with multiple lentigines	https://medlineplus.gov/genetics/condition/noonan-syndrome-with-multiple-lentigines	2022-02	2022-02-22
Norrie disease	https://medlineplus.gov/genetics/condition/norrie-disease	2020-03	2020-08-18
North American Indian childhood cirrhosis	https://medlineplus.gov/genetics/condition/north-american-indian-childhood-cirrhosis	2011-03	2020-08-18
Obsessive-compulsive disorder	https://medlineplus.gov/genetics/condition/obsessive-compulsive-disorder	2018-09	2020-08-18
Obstructive sleep apnea	https://medlineplus.gov/genetics/condition/obstructive-sleep-apnea	2018-03	2023-07-26
Ochoa syndrome	https://medlineplus.gov/genetics/condition/ochoa-syndrome	2012-03	2020-08-18
Ocular albinism	https://medlineplus.gov/genetics/condition/ocular-albinism	2017-11	2020-08-18
Oculocutaneous albinism	https://medlineplus.gov/genetics/condition/oculocutaneous-albinism	2015-10	2023-03-17
Oculodentodigital dysplasia	https://medlineplus.gov/genetics/condition/oculodentodigital-dysplasia	2009-02	2020-08-18
Oculofaciocardiodental syndrome	https://medlineplus.gov/genetics/condition/oculofaciocardiodental-syndrome	2008-05	2020-08-18
Oculopharyngeal muscular dystrophy	https://medlineplus.gov/genetics/condition/oculopharyngeal-muscular-dystrophy	2018-02	2020-08-18
Ohdo syndrome, Maat-Kievit-Brunner type	https://medlineplus.gov/genetics/condition/ohdo-syndrome-maat-kievit-brunner-type	2013-04	2020-08-18
Ohdo syndrome, Say-Barber-Biesecker-Young-Simpson variant	https://medlineplus.gov/genetics/condition/ohdo-syndrome-say-barber-biesecker-young-simpson-variant	2013-02	2020-08-18
Ollier disease	https://medlineplus.gov/genetics/condition/ollier-disease	2016-02	2020-08-18
Omenn syndrome	https://medlineplus.gov/genetics/condition/omenn-syndrome	2017-02	2020-08-18
Ophthalmo-acromelic syndrome	https://medlineplus.gov/genetics/condition/ophthalmo-acromelic-syndrome	2014-03	2020-08-18
Opioid addiction	https://medlineplus.gov/genetics/condition/opioid-addiction	2017-11	2020-08-18
Opitz G/BBB syndrome	https://medlineplus.gov/genetics/condition/opitz-g-bbb-syndrome	2015-01	2023-08-22
Optic atrophy type 1	https://medlineplus.gov/genetics/condition/optic-atrophy-type-1	2017-08	2020-08-18
Oral-facial-digital syndrome	https://medlineplus.gov/genetics/condition/oral-facial-digital-syndrome	2010-02	2020-08-18
Ornithine transcarbamylase deficiency	https://medlineplus.gov/genetics/condition/ornithine-transcarbamylase-deficiency	2017-10	2020-09-11
Ornithine translocase deficiency	https://medlineplus.gov/genetics/condition/ornithine-translocase-deficiency	2019-08	2020-08-18
Orthostatic hypotension	https://medlineplus.gov/genetics/condition/orthostatic-hypotension	2019-03	2023-07-17
Osteoarthritis	https://medlineplus.gov/genetics/condition/osteoarthritis	2017-10	2020-08-18
Osteogenesis imperfecta	https://medlineplus.gov/genetics/condition/osteogenesis-imperfecta	2020-07	2020-08-18
Osteoglophonic dysplasia	https://medlineplus.gov/genetics/condition/osteoglophonic-dysplasia	2013-07	2020-08-18
Osteopetrosis	https://medlineplus.gov/genetics/condition/osteopetrosis	2010-09	2023-03-13
Osteoporosis-pseudoglioma syndrome	https://medlineplus.gov/genetics/condition/osteoporosis-pseudoglioma-syndrome	2013-01	2020-08-18
Otopalatodigital syndrome type 1	https://medlineplus.gov/genetics/condition/otopalatodigital-syndrome-type-1	2020-07	2021-07-28
